customer_id,age,gender,province,estimated_income,tenure_months,num_products,has_checking,has_savings,has_credit_card,has_mortgage,has_personal_loan,has_investment,checking_balance,savings_balance,total_balance,transactions_per_month,avg_transaction_amount,num_deposits_3m,num_withdrawals_3m,has_direct_deposit,credit_limit,credit_utilization,overdraft_fees_12m,monthly_fees_12m,total_fees_12m,fee_waiver,complaints_12m,complaints_resolved,support_calls_12m,uses_mobile_app,uses_online_banking,mobile_logins_month,online_logins_month,paperless,credit_score,has_relationship_manager,months_since_last_product,campaigns_received_12m,campaigns_responded,churned,tenure_years,is_new_customer,is_established,is_loyal,product_diversity,products_per_tenure_year,has_lending,cross_sell_depth,log_total_balance,log_checking_balance,is_high_balance,is_low_balance,savings_ratio,balance_per_product,transaction_intensity,deposit_withdrawal_ratio,is_inactive,is_highly_active,net_transaction_flow,high_cc_utilization,low_cc_utilization,credit_to_balance,fee_burden_ratio,is_high_fee_payer,complaint_resolution_rate,service_friction,unresolved_complaints,total_digital_logins,digital_adoption,is_mobile_first,digitally_disengaged,recent_product_purchase,stale_relationship,campaign_response_rate,customer_value_score,relationship_depth,churn_risk_signals,retention_anchors,net_retention_score,province_encoded,income_encoded,gender_F,gender_M,gender_Other
CUST_001504,44,M,BC,50K-75K,42,5,1,1,1,1,0,1,6613.44,19843.11,26456.55,28,85.83,10,9,1,10000,0.1569,180,203.4,383.4,0,0,0,2,0,1,0,7,1,652.0,0,31,3,0,0,3.5,0,1,0,5,1.1111111111111112,1,4,10.183296840789396,8.797010416880871,0,0,0.7500263639816983,5291.3099999999995,2403.24,1.1111111111111112,0,0,1,0,1,0.37797823223360566,1.449168542383644,1,1.0,1.5,0,7,2,0,0,0,0,0.0,4.929989052236819,14,1,4,3,1,2,False,True,False
CUST_001505,42,F,BC,30K-50K,84,4,1,1,1,1,0,0,2811.34,392324.47,395135.81,19,86.8,8,17,0,25000,0.0343,0,360.0,360.0,0,1,1,5,1,1,15,5,1,576.0,1,105,2,0,0,7.0,0,1,1,4,0.5,1,3,12.886987338346788,7.941772156005553,1,0,0.9928851297987898,98783.9525,1649.2,0.47058823529411764,0,0,-9,0,1,0.06326938578409282,0.09110791552909366,1,1.0,3.5,0,20,3,1,0,0,1,0.0,5.866096201504036,11,4,6,2,1,1,True,False,False
CUST_001506,38,F,BC,75K-100K,1,5,1,1,1,1,1,0,12597.45,3511.96,16109.42,16,39.29,4,19,0,15000,0.2809,90,59.4,149.4,1,0,0,3,1,1,14,8,0,850.0,0,0,4,0,0,0.08333333333333333,1,0,0,5,4.615384615384616,1,4,9.687221546594685,9.44132906949948,0,0,0.2180066073142298,3221.884,628.64,0.21052631578947367,0,0,-15,0,1,0.9311322195336641,0.9274076906555295,0,1.0,0.0,0,22,2,1,0,1,0,0.0,4.068666463978405,10,2,3,1,1,3,True,False,False
CUST_001507,55,F,AB,30K-50K,47,2,1,0,1,0,0,0,2617.67,0.0,2617.67,25,24.92,4,17,1,5000,0.3225,45,0.0,45.0,0,0,0,2,0,1,0,11,1,756.0,0,1,1,1,0,3.9166666666666665,0,1,0,2,0.4067796610169492,0,1,7.870421834277805,7.870421834277805,0,0,0.0,1308.835,623.0,0.23529411764705882,0,0,-13,0,0,1.9100956193867065,1.7190860574480358,0,1.0,0.0,0,11,2,0,0,1,0,1.0,3.5486265502833416,8,0,2,2,0,1,True,False,False
CUST_001508,59,F,NS,50K-75K,39,3,1,0,1,1,0,0,36361.0,0.0,36361.0,19,10.0,14,9,0,15000,0.2979,45,360.0,405.0,0,1,0,2,0,1,0,8,1,674.0,0,0,5,1,0,3.25,0,1,0,3,0.7058823529411765,1,2,10.501279552279218,10.501279552279218,0,0,0.0,12120.333333333334,190.0,1.5555555555555556,0,0,5,0,1,0.41252990841836035,1.113830752729573,1,0.0,6.5,1,8,2,0,0,1,0,0.2,4.387883865683766,7,3,3,0,5,2,True,False,False
CUST_001509,46,M,AB,75K-100K,134,4,1,1,1,0,0,1,2568.38,27986.28,30554.66,27,69.61,4,16,1,10000,0.0429,90,131.4,221.4,1,0,0,1,1,1,9,7,0,680.0,0,10,5,0,0,11.166666666666666,0,1,1,4,0.32876712328767127,0,3,10.327305217488465,7.85141990364879,0,0,0.915941463593442,7638.665,1879.47,0.25,0,0,-12,0,1,0.32728231961998594,0.7246030556386489,1,1.0,1.5,0,16,2,1,0,1,0,0.0,5.77319156524654,12,1,4,3,0,3,False,True,False
CUST_001510,67,F,QC,30K-50K,48,1,1,0,0,0,0,0,14926.35,0.0,14926.35,33,148.01,7,13,0,0,0.0,45,131.4,176.4,0,0,0,1,0,1,0,6,0,827.0,0,14,3,0,0,4.0,0,1,0,1,0.2,0,0,9.610950379802581,9.610950379802581,0,0,0.0,14926.35,4884.33,0.5384615384615384,0,1,-6,0,1,0.0,1.181802651016491,0,1.0,0.0,0,6,1,0,0,0,0,0.0,3.6832851139407747,3,1,1,0,8,1,True,False,False
CUST_001511,27,M,MB,<30K,8,2,1,0,1,0,0,0,1633.78,0.0,1633.78,24,221.83,9,19,0,15000,0.3212,45,59.4,104.4,0,0,0,0,1,1,12,11,1,821.0,0,1,6,0,0,0.6666666666666666,1,0,0,2,1.2000000000000002,0,1,7.399263517702882,7.399263517702882,0,0,0.0,816.89,5323.92,0.47368421052631576,0,0,-10,0,0,9.181162702444638,6.390089240901468,0,1.0,0.0,0,23,3,1,0,1,0,0.0,2.7197790553108643,4,2,1,-1,2,0,False,True,False
CUST_001512,42,M,BC,50K-75K,29,5,1,1,1,1,1,0,7802.5,70067.79,77870.29,23,18.29,7,8,0,10000,0.1023,180,59.4,239.4,0,0,0,3,0,1,0,6,0,691.0,0,5,6,0,0,2.4166666666666665,0,0,0,5,1.4634146341463414,1,4,11.262812614505474,8.962327629982608,0,0,0.8998013234572518,15574.057999999999,420.66999999999996,0.875,0,0,-1,0,1,0.12841868188753375,0.3074343244387558,1,1.0,1.5,0,6,1,0,0,1,0,0.0,4.891343784351642,10,2,2,0,1,2,False,True,False
CUST_001513,34,M,ON,<30K,58,2,1,0,1,0,0,0,2381.06,0.0,2381.06,29,41.67,9,12,0,10000,0.4533,90,203.4,293.4,0,1,1,4,1,1,17,13,1,754.0,0,11,4,0,1,4.833333333333333,0,1,0,2,0.34285714285714286,0,1,7.775720938514887,7.775720938514887,0,0,0.0,1190.53,1208.43,0.75,0,0,-3,0,0,4.19981016858038,12.322243034614836,1,1.0,3.5,0,30,3,1,0,1,0,0.0,3.457716281554466,5,3,2,-1,6,0,False,True,False
CUST_001514,18,M,AB,50K-75K,2,3,1,1,1,0,0,0,1881.74,732.14,2613.88,18,111.63,4,19,0,1000,0.3134,0,59.4,59.4,1,1,1,3,1,1,10,10,1,632.0,0,1,1,0,0,0.16666666666666666,1,0,0,3,2.571428571428571,0,2,7.868973486344748,7.540483441587725,0,0,0.2800970205212175,871.2933333333334,2009.34,0.21052631578947367,0,0,-15,0,0,0.38257303319203634,2.272483817160696,0,1.0,2.0,0,20,3,0,0,1,0,0.0,2.9856920459034244,6,3,2,-1,0,2,False,True,False
CUST_001515,43,F,BC,75K-100K,129,2,1,0,0,1,0,0,13175.76,0.0,13175.76,25,62.63,4,14,1,0,0.0,0,203.4,203.4,0,0,0,2,0,1,0,7,1,495.0,0,4,9,0,0,10.75,0,1,1,2,0.1702127659574468,1,1,9.486209950825463,9.486209950825463,0,0,0.0,6587.88,1565.75,0.2857142857142857,0,0,-10,0,1,0.0,1.5437439661924626,1,1.0,1.5,0,7,2,0,0,1,0,0.0,5.208362985247639,8,1,3,2,1,3,True,False,False
CUST_001516,43,M,ON,30K-50K,4,3,1,1,1,0,0,0,4806.96,566.48,5373.45,31,130.22,10,28,0,1000,0.3368,0,131.4,131.4,0,0,0,2,1,1,7,8,0,761.0,0,16,1,0,0,0.3333333333333333,1,0,0,3,2.25,0,2,8.589411522178848,8.478028156712883,0,0,0.10542202867803739,1791.1499999999999,4036.82,0.35714285714285715,0,1,-18,0,0,0.18610017772566972,2.4453563353153003,0,1.0,0.0,0,15,2,0,0,0,0,0.0,3.226823456653654,6,2,2,0,6,1,False,True,False
CUST_001517,67,F,ON,50K-75K,1,5,1,1,1,0,1,1,1741.85,3868.37,5610.22,36,169.72,4,22,1,10000,0.1267,135,131.4,266.4,0,0,0,2,1,1,16,5,0,808.0,0,4,12,0,0,0.08333333333333333,1,0,0,5,4.615384615384616,1,4,8.632523443679533,7.46327698329698,0,0,0.6895219795302144,1122.044,6109.92,0.18181818181818182,0,1,-18,0,1,1.782461293853004,4.7484768868244025,1,1.0,1.5,0,21,2,1,0,1,0,0.0,3.95225703310386,13,2,4,2,6,2,True,False,False
CUST_001518,54,M,PE,>150K,1,1,1,0,0,0,0,0,2228.31,0.0,2228.31,29,68.68,5,18,1,0,0.0,0,131.4,131.4,1,1,1,1,0,1,0,12,1,582.0,0,12,3,0,0,0.08333333333333333,1,0,0,1,0.9230769230769231,0,0,7.7094473995344766,7.7094473995344766,0,0,0.0,2228.31,1991.7200000000003,0.2777777777777778,0,0,-13,0,1,0.0,5.89684559150208,0,1.0,2.0,0,12,2,0,0,1,0,0.0,2.7253342198603434,5,2,1,-1,7,5,False,True,False
CUST_001519,29,M,ON,50K-75K,69,4,1,1,1,1,0,0,8948.71,4398.31,13347.02,30,98.58,6,14,1,15000,0.0811,90,59.4,149.4,1,0,0,3,0,1,0,7,1,768.0,0,6,2,0,0,5.75,0,1,1,4,0.5925925925925926,1,3,9.499123338221954,9.0993764085093,0,0,0.3295349823406274,3336.755,2957.4,0.42857142857142855,0,0,-8,0,1,1.1238463716994505,1.1193509862126527,0,1.0,0.0,0,7,2,0,0,1,0,0.0,4.862237001466586,12,0,4,4,6,2,False,True,False
CUST_001520,72,F,QC,>150K,36,4,1,1,0,0,1,1,2510.65,90662.72,93173.37,25,10.0,10,14,0,0,0.0,135,59.4,194.4,0,1,1,3,1,1,11,5,1,623.0,0,16,8,0,0,3.0,0,0,0,4,1.0,1,3,11.442227962854249,7.828695186670403,0,0,0.9730539960076576,23293.3425,250.0,0.7142857142857143,0,0,-4,0,1,0.0,0.20864330655851562,0,1.0,2.0,0,16,3,1,0,0,0,0.0,4.832668388856275,8,2,3,1,8,5,True,False,False
CUST_001521,63,M,QC,30K-50K,6,4,1,1,1,0,1,0,187.51,14285.05,14472.56,26,19.61,8,14,0,25000,0.1482,90,59.4,149.4,0,1,1,5,1,0,5,0,0,802.0,0,44,3,0,0,0.5,1,0,0,4,2.6666666666666665,1,3,9.580078815627262,5.239151055878821,0,0,0.9870437572896571,3618.14,509.86,0.5714285714285714,0,0,-6,0,1,1.727406899677735,1.0322983632474145,0,1.0,2.0,0,5,1,1,0,0,1,0.0,3.8990236446881785,8,4,3,-1,8,1,False,True,False
CUST_001522,53,F,QC,75K-100K,116,3,1,1,0,0,0,1,1079.78,34651.52,35731.3,20,41.04,8,18,1,0,0.0,90,203.4,293.4,0,0,0,3,1,1,8,9,1,699.0,0,31,0,0,0,9.666666666666666,0,1,1,3,0.28125,0,2,10.483810320622151,6.985438281663522,0,0,0.9697805565428628,11910.433333333334,820.8,0.4444444444444444,0,0,-10,0,1,0.0,0.8211288142328993,1,1.0,1.5,0,17,3,0,0,0,0,0.0,5.395143096186645,10,1,4,3,8,3,True,False,False
CUST_001523,41,M,AB,75K-100K,13,4,1,1,1,0,0,1,991.03,7284.93,8275.96,18,367.31,6,14,1,2500,0.2508,135,59.4,194.4,1,1,0,1,1,0,12,0,0,698.0,0,6,5,1,0,1.0833333333333333,0,0,0,4,1.9200000000000004,0,3,9.021231030204877,6.899753348763078,0,0,0.8802519586851557,2068.99,6611.58,0.42857142857142855,0,0,-8,0,1,0.30207975872285514,2.3489722038289216,0,0.0,5.0,1,12,1,1,0,1,0,0.2,3.868869309061463,11,1,3,2,0,3,False,True,False
CUST_001524,30,M,QC,100K-150K,23,4,1,1,1,1,0,0,38796.64,3025.28,41821.91,18,124.91,4,15,0,2500,0.4549,45,59.4,104.4,0,0,0,2,1,1,8,6,1,638.0,0,18,5,0,1,1.9166666666666667,0,0,0,4,1.3714285714285712,1,3,10.641199554492909,10.566114699019197,0,0,0.07233720315499699,10455.4775,2248.38,0.26666666666666666,0,0,-11,0,0,0.059777279421241156,0.2496299188631031,0,1.0,0.0,0,14,3,1,0,0,0,0.0,4.429859866347873,8,1,3,2,8,4,False,True,False
CUST_001525,39,F,BC,<30K,11,4,1,1,1,1,0,0,1052.96,1898.59,2951.56,34,73.14,9,12,0,2500,0.089,90,59.4,149.4,1,1,0,0,1,1,8,5,1,718.0,0,68,5,0,0,0.9166666666666666,1,0,0,4,2.0869565217391304,1,3,7.990427869626252,6.960309777717026,0,0,0.6432496713602298,737.89,2486.76,0.75,0,1,-3,0,1,0.8470097168954722,5.061730068167343,0,0.0,5.0,1,13,3,1,0,0,1,0.0,3.4846283608878754,8,4,3,-1,1,0,True,False,False
CUST_001526,61,F,ON,30K-50K,156,4,1,1,1,1,0,0,5141.8,818.26,5960.06,25,115.86,6,10,0,5000,0.5479,135,131.4,266.4,1,0,0,1,1,1,13,10,1,813.0,0,17,5,2,0,13.0,0,1,1,4,0.2857142857142857,1,3,8.693003596594535,8.545352957210094,0,0,0.1372905641889511,1490.015,2896.5,0.6,0,0,-4,0,0,0.8389177290161508,4.469753660198051,1,1.0,1.5,0,23,3,1,0,0,0,0.4,5.507901078978361,9,2,4,2,6,1,True,False,False
CUST_001527,73,M,NB,<30K,85,2,1,0,0,0,1,0,866.33,0.0,866.33,24,44.77,10,13,1,0,0.0,90,131.4,221.4,0,0,0,1,1,1,14,14,1,752.0,0,15,4,0,0,7.083333333333333,0,1,1,2,0.24742268041237117,1,1,6.765419527199415,6.765419527199415,0,1,0.0,433.165,1074.48,0.7692307692307693,0,0,-3,0,1,0.0,25.55608140085187,1,1.0,1.5,0,28,3,0,0,0,0,0.0,3.8421258581598243,8,2,4,2,3,0,False,True,False
CUST_001528,68,M,BC,>150K,77,2,1,0,0,1,0,0,2630.63,0.0,2630.63,34,98.3,8,15,1,0,0.0,90,0.0,90.0,0,0,0,1,1,1,16,7,1,850.0,0,3,4,1,0,6.416666666666667,0,1,1,2,0.2696629213483146,1,1,7.875358705055665,7.875358705055665,0,0,0.0,1315.315,3342.2,0.5333333333333333,0,1,-7,0,1,0.0,3.4212336968710915,0,1.0,0.0,0,23,3,1,0,1,0,0.25,4.0751076115166995,8,0,4,4,1,5,False,True,False
CUST_001529,37,M,QC,50K-75K,2,5,1,1,1,1,1,0,14190.31,9508.98,23699.3,18,14.12,9,14,1,15000,0.4974,45,131.4,176.4,1,0,0,1,0,1,0,6,0,623.0,0,3,8,1,1,0.16666666666666666,1,0,0,5,4.285714285714286,1,4,10.073242985270955,9.560385084427173,0,0,0.40123463562214917,4739.86,254.16,0.6428571428571429,0,0,-5,0,0,0.6329300865426405,0.7443257817741453,0,1.0,0.0,0,6,1,0,0,1,0,0.125,4.396972895581287,13,1,3,2,8,2,False,True,False
CUST_001530,28,F,AB,100K-150K,44,4,1,0,0,1,1,1,9756.02,0.0,9756.02,22,77.91,12,13,1,0,0.0,0,131.4,131.4,1,0,0,1,1,1,8,6,1,636.0,0,3,3,0,0,3.6666666666666665,0,1,0,4,0.8571428571428572,1,3,9.185742304916241,9.185742304916241,0,0,0.0,2439.005,1714.02,0.9230769230769231,0,0,-1,0,1,0.0,1.3468607075426249,0,1.0,0.0,0,14,3,1,0,1,0,0.0,4.455722691474873,12,0,5,5,0,4,True,False,False
CUST_001531,47,F,ON,30K-50K,51,4,1,1,1,1,0,0,17185.28,5817.32,23002.6,33,69.87,12,12,1,10000,0.2578,90,59.4,149.4,0,0,0,1,1,1,10,11,0,719.0,0,107,4,0,0,4.25,0,1,0,4,0.7619047619047619,1,3,10.043406004402168,9.751866670071417,0,0,0.2528983680105727,5750.65,2305.71,1.0,0,1,0,0,1,0.43473346491266207,0.6494917965795172,0,1.0,0.0,0,21,2,0,0,0,1,0.0,4.800521801320651,12,1,5,4,6,1,True,False,False
CUST_001532,18,F,NS,<30K,28,3,1,0,1,1,0,0,1841.49,0.0,1841.49,28,14.42,8,8,1,5000,0.4498,90,131.4,221.4,0,0,0,1,0,1,0,13,0,611.0,0,4,0,0,0,2.3333333333333335,0,0,0,3,0.8999999999999999,1,2,7.51887319664035,7.51887319664035,0,0,0.0,613.83,403.76,1.0,0,0,0,0,0,2.7151925886103103,12.022872782366454,1,1.0,1.5,0,13,1,0,0,1,0,0.0,3.5556619589921055,9,1,3,2,5,0,True,False,False
CUST_001533,49,M,QC,30K-50K,23,4,1,1,1,0,0,1,5485.73,3511.12,8996.85,21,38.65,8,16,1,2500,0.1577,0,203.4,203.4,0,0,0,3,1,1,17,10,0,708.0,0,17,3,0,0,1.9166666666666667,0,0,0,4,1.3714285714285712,0,3,9.104740938890972,8.610087728631202,0,0,0.39026103580697685,2249.2125,811.65,0.5,0,0,-8,0,1,0.27787503403969166,2.2607912769469314,1,1.0,1.5,0,27,2,1,0,0,0,0.0,4.018922281667291,11,1,3,2,8,1,False,True,False
CUST_001534,42,F,ON,50K-75K,114,4,1,1,1,1,0,0,334.7,294164.89,294499.58,28,74.5,7,16,0,1000,0.1265,90,0.0,90.0,1,0,0,2,1,1,15,6,1,723.0,1,6,2,0,0,9.5,0,1,1,4,0.38095238095238093,1,3,12.593036251511567,5.816217903985989,1,0,0.9988635297883957,73624.895,2086.0,0.4375,0,0,-9,0,1,0.0033955905811478577,0.030560315230330717,0,1.0,0.0,0,21,3,1,0,1,0,0.0,6.15291087545347,11,1,6,5,6,2,True,False,False
CUST_001535,38,F,NL,100K-150K,1,2,1,1,0,0,0,0,6562.74,32930.59,39493.33,21,67.12,7,22,0,0,0.0,90,0.0,90.0,0,0,0,3,1,1,13,14,0,613.0,0,0,4,1,0,0.08333333333333333,1,0,0,2,1.8461538461538463,0,1,10.583912396281946,8.789315841431579,0,0,0.8338266233817203,19746.665,1409.52,0.3181818181818182,0,0,-15,0,1,0.0,0.22788658236719972,0,1.0,0.0,0,27,2,0,0,1,0,0.25,3.5876737188845835,4,2,1,-1,4,4,True,False,False
CUST_001536,21,F,QC,50K-75K,58,4,1,1,0,1,0,1,591.47,1577.88,2169.34,23,31.41,11,14,1,0,0.0,225,0.0,225.0,0,0,0,1,0,1,0,7,1,850.0,0,17,2,0,0,4.833333333333333,0,1,0,4,0.6857142857142857,1,3,7.682639116288808,6.384300238816005,0,0,0.7273548636912609,542.335,722.43,0.7857142857142857,0,0,-3,0,1,0.0,10.37181815667438,1,1.0,1.5,0,7,2,0,0,0,0,0.0,4.179791734886643,12,1,4,3,8,2,True,False,False
CUST_001537,52,F,BC,100K-150K,30,2,1,0,0,0,1,0,1368.78,0.0,1368.78,14,397.81,7,19,0,0,0.0,90,131.4,221.4,1,1,1,2,1,1,10,12,0,655.0,0,9,3,0,0,2.5,0,0,0,2,0.5714285714285714,1,1,7.222405421985583,7.222405421985583,0,0,0.0,684.39,5569.34,0.3684210526315789,0,0,-12,0,1,0.0,16.17498794546969,1,1.0,3.5,0,22,2,0,0,1,0,0.0,3.0917216265956746,4,3,2,-1,1,4,True,False,False
CUST_001538,37,F,AB,30K-50K,65,4,1,0,1,0,1,1,534.68,0.0,534.68,20,63.75,8,16,1,50000,0.0722,90,59.4,149.4,0,0,0,2,0,1,0,7,1,779.0,0,2,1,0,0,5.416666666666667,0,1,1,4,0.6233766233766234,1,3,6.283536967861056,6.283536967861056,0,1,0.0,133.67,1275.0,0.5,0,0,-8,0,1,10.0,27.9419465848732,0,1.0,0.0,0,7,2,0,0,1,0,0.0,3.8475610903583166,12,1,4,3,0,1,True,False,False
CUST_001539,27,M,ON,75K-100K,13,2,1,1,0,0,0,0,10839.59,473414.55,484254.15,21,238.34,4,6,1,0,0.0,0,131.4,131.4,0,1,1,5,1,1,7,8,1,689.0,1,6,3,0,0,1.0833333333333333,0,0,0,2,0.9600000000000002,0,1,13.090367216215272,9.291052701556765,1,0,0.9776158862035564,242127.075,5005.14,0.6666666666666666,0,0,-2,0,1,0.0,0.027134511908674403,0,1.0,2.0,0,15,3,0,0,1,0,0.0,4.689610164864582,9,1,4,3,6,3,False,True,False
CUST_001540,18,F,AB,75K-100K,16,5,1,1,1,1,0,1,22073.89,49717.08,71790.97,19,85.88,4,13,1,15000,0.1794,180,59.4,239.4,0,2,2,2,0,1,0,13,0,735.0,0,2,3,1,0,1.3333333333333333,0,0,0,5,2.1428571428571432,1,4,11.181527910341819,10.002196042447288,0,0,0.6925255362895919,14358.194,1631.7199999999998,0.3076923076923077,0,0,-9,0,1,0.20893992656736635,0.3334681228015167,1,1.0,5.5,0,13,1,0,0,1,0,0.3333333333333333,4.904458373102546,13,2,3,1,0,3,True,False,False
CUST_001541,44,F,ON,30K-50K,53,3,1,1,1,0,0,0,159.65,25510.15,25669.8,19,46.94,5,10,0,10000,0.2666,180,59.4,239.4,0,0,0,3,1,1,12,8,0,780.0,0,24,4,0,0,4.416666666666667,0,1,0,3,0.5538461538461538,0,2,10.15310943816337,5.0792280855618674,0,0,0.9937806293777124,8556.6,891.8599999999999,0.5,0,0,-5,0,1,0.3895628325892683,0.9326134212187084,1,1.0,1.5,0,20,2,1,0,0,0,0.0,4.308432831449011,7,2,3,1,6,1,True,False,False
CUST_001542,71,M,AB,<30K,234,2,1,0,1,0,0,0,835.31,0.0,835.31,19,180.87,8,17,1,5000,0.1526,45,203.4,248.4,0,1,1,1,1,0,16,0,0,652.0,0,21,4,0,0,19.5,0,1,1,2,0.0975609756097561,0,1,6.728999357747534,6.728999357747534,0,1,0.0,417.655,3436.53,0.47058823529411764,0,0,-9,0,1,5.985801678418791,29.737462738384558,1,1.0,3.5,0,16,1,1,0,0,0,0.0,5.54369980732426,8,3,3,0,0,0,False,True,False
CUST_001543,69,M,AB,50K-75K,220,2,1,1,0,0,0,0,1509.16,12920.14,14429.3,18,225.9,10,13,1,0,0.0,90,59.4,149.4,1,0,0,0,0,1,0,8,1,718.0,0,4,4,0,0,18.333333333333332,0,1,1,2,0.10344827586206898,0,1,9.577085441572597,7.319970884460479,0,0,0.895410033750771,7214.65,4066.2000000000003,0.7692307692307693,0,0,-3,0,1,0.0,1.0353932623204176,0,1.0,0.0,0,8,2,0,0,1,0,0.0,6.2231256324717785,8,0,2,2,0,2,False,True,False
CUST_001544,38,F,MB,<30K,17,3,1,0,1,0,1,0,16.67,0.0,16.67,25,142.1,7,13,1,5000,0.2331,180,131.4,311.4,0,0,0,1,1,1,19,7,1,653.0,0,8,2,0,0,1.4166666666666667,0,0,0,3,1.2413793103448274,1,2,2.871868286331605,2.871868286331605,0,1,0.0,5.5566666666666675,3552.5,0.5384615384615384,0,0,-6,0,1,10.0,100.0,1,1.0,1.5,0,26,3,1,0,1,0,0.0,2.0240604858994815,9,2,4,2,2,0,True,False,False
CUST_001545,35,M,QC,100K-150K,6,3,1,1,1,0,0,0,10891.2,369.37,11260.57,35,115.62,9,12,1,5000,0.3877,90,203.4,293.4,0,1,1,2,0,1,0,6,1,836.0,0,25,2,0,0,0.5,1,0,0,3,2.0,0,2,9.329151323590338,9.295802215725693,0,0,0.03280206952223556,3753.523333333333,4046.7000000000003,0.75,0,1,-3,0,0,0.4440272561690927,2.6055519392002355,1,1.0,3.5,0,6,2,0,0,0,0,0.0,3.6737453970771017,9,3,2,-1,8,4,False,True,False
CUST_001546,52,F,ON,>150K,53,3,1,1,1,0,0,0,1644.15,7533.73,9177.88,19,34.67,5,15,1,2500,0.1187,45,59.4,104.4,1,0,0,1,1,1,13,10,1,732.0,0,61,4,1,0,4.416666666666667,0,1,0,3,0.5538461538461538,0,2,9.124660471814101,7.40558684445267,0,0,0.8208573221702615,3059.293333333333,658.73,0.3333333333333333,0,0,-10,0,1,0.2723940605019896,1.1375175966563087,0,1.0,0.0,0,23,3,1,0,0,1,0.25,4.199898141544231,10,1,4,3,6,5,True,False,False
CUST_001547,30,M,MB,75K-100K,32,4,1,1,1,0,0,1,215.95,48083.65,48299.6,24,91.03,5,17,1,10000,0.4314,90,360.0,450.0,1,0,0,2,1,1,10,2,1,699.0,0,63,6,1,0,2.6666666666666665,0,0,0,4,1.090909090909091,0,3,10.785199261923756,5.3796669122443594,0,0,0.9955289484799047,12074.9,2184.7200000000003,0.29411764705882354,0,0,-12,0,0,0.20704105209981036,0.9316847344491466,1,1.0,1.5,0,12,3,1,0,0,1,0.16666666666666666,4.635559778577127,11,2,3,1,2,3,False,True,False
CUST_001548,49,M,AB,75K-100K,86,4,1,1,1,1,0,0,3646.07,2154.41,5800.48,25,31.98,8,19,0,5000,0.0203,45,203.4,248.4,1,0,0,1,1,0,14,0,0,728.0,0,24,7,1,0,7.166666666666667,0,1,1,4,0.48979591836734687,1,3,8.665868336397361,8.201679384482446,0,0,0.3714192618541914,1450.12,799.5,0.42105263157894735,0,0,-11,0,1,0.8619976277825284,4.282404214823601,1,1.0,1.5,0,14,1,1,0,0,0,0.14285714285714285,4.6247605009192085,9,2,4,2,0,3,False,True,False
CUST_001549,56,M,AB,30K-50K,45,3,1,1,1,0,0,0,180.93,1528.96,1709.88,23,115.29,7,7,1,5000,0.047,45,0.0,45.0,1,0,0,2,1,1,11,10,1,721.0,0,29,3,0,0,3.75,0,1,0,3,0.631578947368421,0,2,7.444763137008347,5.203621997708712,0,0,0.8941914052448124,569.96,2651.67,1.0,0,0,0,0,1,2.9241818139284628,2.631763632535616,0,1.0,0.0,0,21,3,1,0,0,0,0.0,3.595928941102504,10,0,4,4,0,1,False,True,False
CUST_001550,63,M,ON,<30K,42,2,1,1,0,0,0,0,1332.49,1196.51,2529.0,16,194.32,8,9,0,0,0.0,225,131.4,356.4,1,0,0,2,1,1,8,14,0,647.0,0,23,5,0,0,3.5,0,1,0,2,0.4444444444444444,0,1,7.835974581721566,7.195554844531333,0,0,0.4731158560695927,1264.5,3109.12,0.8888888888888888,0,0,-1,0,1,0.0,14.092526690391457,1,1.0,1.5,0,22,2,0,0,0,0,0.0,3.2757923745164694,5,2,2,0,6,0,False,True,False
CUST_001551,43,M,QC,100K-150K,62,2,1,0,1,0,0,0,14961.39,0.0,14961.39,35,97.47,6,22,1,10000,0.493,135,0.0,135.0,1,0,0,2,1,0,4,0,1,699.0,0,20,3,1,0,5.166666666666667,0,1,1,2,0.3243243243243243,0,1,9.61329499812659,9.61329499812659,0,0,0.0,7480.695,3411.45,0.2727272727272727,0,1,-16,0,0,0.6683870950493237,0.902322578316587,0,1.0,0.0,0,4,2,1,0,0,0,0.3333333333333333,4.258988499437977,8,0,3,3,8,4,False,True,False
CUST_001552,41,F,NS,50K-75K,8,4,1,1,0,0,1,1,841.25,1130.81,1972.06,25,31.32,8,17,0,0,0.0,45,131.4,176.4,0,0,0,1,1,1,13,5,1,777.0,0,42,3,0,0,0.6666666666666666,1,0,0,4,2.4000000000000004,1,3,7.587340916102545,6.736076882286662,0,0,0.5734156161577234,493.015,783.0,0.47058823529411764,0,0,-9,0,1,0.0,8.944961106660042,0,1.0,0.0,0,18,3,1,0,0,1,0.0,3.326202274830764,8,3,3,0,5,2,True,False,False
CUST_001553,31,F,QC,75K-100K,67,2,1,0,0,0,0,1,7234.37,0.0,7234.37,26,39.24,8,20,1,0,0.0,0,131.4,131.4,1,0,0,2,0,1,0,10,1,771.0,0,5,5,1,0,5.583333333333333,0,1,1,2,0.3037974683544304,0,1,8.88673677804822,8.88673677804822,0,0,0.0,3617.185,1020.24,0.4,0,0,-12,0,1,0.0,1.8163295490830578,0,1.0,0.0,0,10,2,0,0,1,0,0.2,4.103521033414466,8,0,2,2,8,3,True,False,False
