customer_id,age,gender,province,estimated_income,tenure_months,num_products,has_checking,has_savings,has_credit_card,has_mortgage,has_personal_loan,has_investment,checking_balance,savings_balance,total_balance,transactions_per_month,avg_transaction_amount,num_deposits_3m,num_withdrawals_3m,has_direct_deposit,credit_limit,credit_utilization,overdraft_fees_12m,monthly_fees_12m,total_fees_12m,fee_waiver,complaints_12m,complaints_resolved,support_calls_12m,uses_mobile_app,uses_online_banking,mobile_logins_month,online_logins_month,paperless,credit_score,has_relationship_manager,months_since_last_product,campaigns_received_12m,campaigns_responded,churned
CUST_001348,59,M,ON,50K-75K,14,1,1,0,0,0,0,0,3542.09,0.0,3542.09,22,100.56,7,13,0,0,0.0,90,0.0,90.0,1,0,0,4,1,0,15,0,0,629.0,0,30,2,0,0
CUST_001349,24,F,ON,100K-150K,1,3,1,1,1,0,0,0,15413.65,13013.56,28427.21,22,25.03,4,9,0,2500,0.5696,0,59.4,59.4,0,0,0,4,1,1,11,7,1,702.0,0,2,6,0,0
CUST_001350,41,M,QC,100K-150K,75,2,1,0,1,0,0,0,956.98,0.0,956.98,27,309.36,12,18,1,2500,0.2492,90,131.4,221.4,0,0,0,4,1,1,19,9,1,624.0,0,7,4,0,0
CUST_001351,27,F,ON,100K-150K,30,4,1,0,1,1,0,1,2770.05,0.0,2770.05,22,102.31,8,15,0,5000,0.3376,0,203.4,203.4,0,0,0,5,0,0,0,0,1,840.0,0,13,3,0,0
CUST_001352,18,M,ON,75K-100K,1,2,1,1,0,0,0,0,9559.41,108.87,9668.28,19,178.95,7,11,0,0,0.0,90,59.4,149.4,0,0,0,0,1,0,11,0,1,564.0,0,12,7,0,1
CUST_001353,53,F,ON,100K-150K,27,3,1,1,0,1,0,0,2651.61,2452.49,5104.1,17,285.54,7,18,1,0,0.0,45,59.4,104.4,0,0,0,2,1,1,11,6,0,647.0,0,3,4,0,0
CUST_001354,56,M,BC,30K-50K,141,4,1,1,1,1,0,0,3150.94,3590.79,6741.73,26,27.61,4,18,0,5000,0.3361,0,131.4,131.4,1,0,0,0,1,1,14,5,1,684.0,0,6,3,0,0
CUST_001355,36,M,MB,30K-50K,42,4,1,1,0,0,1,1,18173.8,49311.92,67485.73,22,18.22,6,16,0,0,0.0,90,0.0,90.0,0,0,0,2,1,0,7,0,0,708.0,0,4,5,2,0
CUST_001356,18,M,AB,30K-50K,259,6,1,1,1,1,1,1,500000.0,11676.45,511676.45,26,62.49,7,13,1,5000,0.1903,45,131.4,176.4,0,0,0,3,0,1,0,10,1,601.0,1,5,6,1,0
CUST_001357,36,F,BC,75K-100K,46,1,1,0,0,0,0,0,463.84,0.0,463.84,29,605.77,13,10,1,0,0.0,45,131.4,176.4,0,0,0,2,0,1,0,4,0,768.0,0,24,4,0,1
CUST_001358,50,M,AB,30K-50K,197,2,1,0,1,0,0,0,2587.76,0.0,2587.76,24,11.18,7,13,1,5000,0.2849,90,131.4,221.4,0,1,1,5,0,1,0,15,0,850.0,0,2,4,0,0
CUST_001359,22,F,NS,30K-50K,13,3,1,1,1,0,0,0,62278.94,1567.74,63846.68,29,55.46,5,20,1,25000,0.2927,45,360.0,405.0,1,0,0,4,1,1,10,10,1,720.0,0,49,8,1,0
CUST_001360,47,M,ON,100K-150K,20,3,1,1,1,0,0,0,3501.14,28652.32,32153.46,32,185.97,9,13,1,5000,0.3002,90,0.0,90.0,0,0,0,3,1,1,13,8,1,593.0,0,49,4,1,0
CUST_001361,44,M,ON,75K-100K,72,1,1,0,0,0,0,0,945.68,0.0,945.68,29,26.64,10,12,0,0,0.0,90,203.4,293.4,1,0,0,5,1,1,14,6,1,758.0,0,8,1,0,0
CUST_001362,53,M,NB,100K-150K,259,4,1,1,1,0,0,1,7116.78,15547.35,22664.13,26,1025.15,10,19,1,1000,0.4562,45,0.0,45.0,0,1,1,3,1,1,9,8,0,673.0,0,12,3,1,0
CUST_001363,46,M,NS,<30K,104,3,1,0,1,1,0,0,2608.69,0.0,2608.69,26,328.6,8,13,1,5000,0.4498,135,59.4,194.4,0,0,0,1,0,1,0,7,1,751.0,0,8,2,0,0
CUST_001364,30,F,ON,50K-75K,48,2,1,1,0,0,0,0,429.32,12291.32,12720.64,35,122.9,6,9,0,0,0.0,45,0.0,45.0,0,2,2,1,1,1,11,8,1,645.0,0,9,5,1,0
CUST_001365,62,F,ON,30K-50K,5,3,1,1,1,0,0,0,1607.86,11319.41,12927.27,26,80.7,8,11,0,10000,0.1299,135,203.4,338.4,0,1,1,3,1,0,14,0,1,753.0,0,16,4,0,0
CUST_001366,42,M,BC,<30K,27,4,1,0,1,0,1,1,9423.21,0.0,9423.21,24,34.31,7,19,1,2500,0.2985,45,0.0,45.0,0,0,0,4,1,1,14,7,1,645.0,0,15,3,0,0
CUST_001367,44,F,ON,30K-50K,5,3,1,1,0,0,1,0,982.69,159600.2,160582.9,26,16.48,13,10,1,0,0.0,90,131.4,221.4,0,2,0,1,0,1,0,7,0,704.0,1,19,2,1,0
CUST_001368,31,F,QC,50K-75K,22,5,1,1,1,0,1,1,5968.28,49034.86,55003.14,22,,4,13,1,50000,0.3801,0,131.4,131.4,0,1,1,1,0,1,0,10,1,576.0,0,58,5,0,0
CUST_001369,38,M,ON,<30K,17,5,1,1,1,1,0,1,92398.46,4922.65,97321.11,32,139.93,8,13,1,50000,0.2405,45,203.4,248.4,1,0,0,3,1,1,14,4,0,685.0,0,26,5,1,0
CUST_001370,31,M,ON,50K-75K,29,2,1,1,0,0,0,0,545.93,4646.15,5192.08,13,137.08,7,10,0,0,0.0,90,131.4,221.4,1,0,0,1,1,1,22,5,0,602.0,0,3,7,0,0
CUST_001371,42,F,BC,50K-75K,108,3,1,1,0,1,0,0,2107.65,11357.14,13464.79,21,10.0,8,9,1,0,0.0,45,0.0,45.0,0,2,2,3,1,1,12,11,1,667.0,0,8,4,0,0
CUST_001372,70,M,NS,<30K,9,3,1,1,0,0,1,0,5970.51,24713.03,30683.54,33,62.91,4,13,1,0,0.0,90,360.0,450.0,0,0,0,0,0,1,0,3,1,821.0,0,10,4,1,0
CUST_001373,24,M,BC,75K-100K,21,3,1,0,1,1,0,0,4942.18,0.0,4942.18,30,167.28,12,17,1,10000,0.1795,90,59.4,149.4,1,0,0,2,1,1,19,9,1,579.0,0,16,8,0,0
CUST_001374,20,M,ON,75K-100K,18,3,1,1,0,1,0,0,6205.44,3660.24,9865.69,27,318.69,5,14,0,0,0.0,0,59.4,59.4,0,0,0,1,1,0,15,0,0,729.0,0,29,6,2,0
CUST_001375,67,F,PE,100K-150K,21,4,1,1,1,0,1,0,2406.98,1115.16,3522.14,24,201.21,10,17,1,10000,0.4779,45,131.4,176.4,1,1,1,2,0,1,0,7,1,834.0,0,6,4,0,0
CUST_001376,41,M,AB,50K-75K,26,3,1,1,1,0,0,0,7375.7,9283.7,16659.4,25,113.34,9,24,1,15000,0.193,0,0.0,0.0,0,0,0,2,1,1,19,3,1,803.0,0,40,5,0,0
CUST_001377,34,M,ON,>150K,16,2,1,1,0,0,0,0,1625.38,27566.89,29192.27,25,16.1,9,25,0,0,0.0,90,0.0,90.0,0,0,0,2,1,1,10,15,1,611.0,0,14,3,0,0
CUST_001378,60,M,BC,100K-150K,171,3,1,1,1,0,0,0,1330.76,20675.32,22006.08,19,81.73,7,26,1,1000,0.0673,45,59.4,104.4,0,0,0,1,1,1,8,9,1,796.0,0,0,6,1,0
CUST_001379,35,M,ON,50K-75K,32,3,1,1,1,0,0,0,2253.82,2873.12,5126.94,32,121.45,13,22,1,10000,0.2777,90,0.0,90.0,0,0,0,5,0,1,0,9,1,682.0,0,12,4,1,0
CUST_001380,72,M,BC,,7,4,1,1,1,0,0,1,23764.62,3635.58,27400.2,18,87.24,3,24,0,5000,0.2825,90,0.0,90.0,0,0,0,2,0,1,0,6,0,808.0,0,2,4,0,0
CUST_001381,55,F,BC,<30K,37,1,1,0,0,0,0,0,2027.82,0.0,2027.82,17,118.64,10,15,1,0,0.0,45,131.4,176.4,1,0,0,1,1,1,15,6,0,758.0,0,10,7,0,0
CUST_001382,37,M,ON,75K-100K,12,4,1,1,1,0,0,1,31668.29,13802.44,45470.73,13,75.18,7,11,0,2500,0.6527,90,360.0,450.0,0,0,0,1,1,1,16,3,1,821.0,0,51,3,0,1
CUST_001383,77,F,ON,50K-75K,14,4,1,0,1,1,1,0,314.23,0.0,314.23,30,62.65,7,15,1,5000,0.1294,45,0.0,45.0,1,1,0,2,1,1,16,10,1,687.0,0,25,4,0,0
CUST_001384,35,M,ON,>150K,20,2,1,0,0,1,0,0,16820.31,0.0,16820.31,30,36.56,8,14,1,0,0.0,45,203.4,248.4,1,0,0,0,1,1,5,4,1,668.0,0,15,4,1,0
CUST_001385,56,F,BC,50K-75K,7,2,1,1,0,0,0,0,18004.79,2826.75,20831.53,27,22.8,5,12,0,0,0.0,0,59.4,59.4,1,0,0,2,1,1,14,7,1,802.0,0,4,2,1,0
CUST_001386,49,F,ON,>150K,76,3,1,1,1,0,0,0,2600.33,139.03,2739.37,21,48.27,12,17,0,5000,0.1318,45,203.4,248.4,0,0,0,2,1,1,12,9,0,714.0,0,24,3,0,0
CUST_001387,64,M,ON,100K-150K,94,2,1,0,1,0,0,0,57899.78,0.0,57899.78,36,105.23,8,12,0,15000,0.1304,0,131.4,131.4,0,0,0,0,0,1,0,7,1,615.0,0,50,7,1,0
CUST_001388,68,F,NS,>150K,30,3,1,0,1,0,1,0,2928.32,0.0,2928.32,19,138.53,8,10,0,1000,0.0968,45,360.0,405.0,1,0,0,1,1,1,6,6,1,749.0,0,3,1,0,0
CUST_001389,45,F,AB,30K-50K,70,3,1,0,0,1,1,0,7844.73,0.0,7844.73,19,81.42,5,16,1,0,0.0,135,0.0,135.0,0,0,0,1,1,1,11,5,0,752.0,0,0,6,0,0
CUST_001390,33,F,ON,<30K,29,5,1,1,1,1,0,1,656.76,3515.67,4172.44,29,34.3,7,17,0,5000,0.173,90,203.4,293.4,1,0,0,0,0,1,0,7,0,603.0,0,59,1,0,0
CUST_001391,51,M,QC,75K-100K,10,2,1,1,0,0,0,0,4269.7,99522.16,103791.86,29,14.32,4,10,0,0,0.0,45,59.4,104.4,1,0,0,0,0,1,0,5,0,756.0,1,9,7,0,0
CUST_001392,34,Other,ON,75K-100K,30,1,1,0,0,0,0,0,830.45,0.0,830.45,20,77.45,8,15,1,0,0.0,135,59.4,194.4,0,2,1,1,1,1,9,15,0,671.0,0,32,3,0,0
CUST_001393,75,F,QC,30K-50K,48,3,1,1,0,1,0,0,95.35,10412.98,10508.33,18,27.69,9,18,0,0,0.0,45,131.4,176.4,1,0,0,6,0,1,0,5,1,748.0,0,17,5,1,0
CUST_001394,47,F,QC,75K-100K,2,2,1,0,1,0,0,0,18939.41,0.0,18939.41,28,46.29,12,14,0,5000,0.1334,45,131.4,176.4,1,0,0,1,0,0,0,0,0,720.0,0,18,8,0,1
CUST_001395,39,F,QC,50K-75K,63,1,1,0,0,0,0,0,4672.21,0.0,4672.21,27,240.34,6,8,1,0,0.0,45,131.4,176.4,1,0,0,1,0,1,0,6,1,759.0,0,17,6,1,0
CUST_001396,47,M,QC,<30K,81,4,1,1,1,1,0,0,18621.22,121564.79,140186.01,37,244.98,14,17,1,2500,0.3367,180,59.4,239.4,1,2,0,0,0,1,0,4,1,688.0,1,19,3,0,0
CUST_001397,24,F,ON,50K-75K,117,3,1,1,1,0,0,0,3331.26,19424.74,22756.0,29,19.44,11,20,1,2500,0.24,135,131.4,266.4,0,0,0,2,1,0,18,0,1,620.0,0,31,4,0,0
CUST_001398,30,F,QC,>150K,6,4,1,1,1,1,0,0,240.07,1132.09,1372.15,30,62.73,6,10,0,25000,0.0674,45,203.4,248.4,1,0,0,1,1,1,17,8,0,732.0,0,4,7,0,0
CUST_001399,63,F,ON,50K-75K,1,4,1,1,1,0,1,0,5496.45,9278.35,14774.8,25,56.36,7,10,1,2500,0.3642,0,59.4,59.4,1,0,0,2,1,1,10,7,1,,0,34,4,0,0
CUST_001400,35,M,ON,75K-100K,4,3,1,1,1,0,0,0,4949.51,16940.94,21890.46,31,10.0,7,15,1,25000,0.5429,45,59.4,104.4,0,2,2,1,1,1,10,11,0,665.0,0,27,2,0,0
CUST_001401,29,F,NS,<30K,154,4,1,1,1,0,0,1,1381.0,2685.92,4066.91,25,10.0,9,15,1,10000,0.554,45,59.4,104.4,1,0,0,2,1,1,14,6,1,690.0,0,4,2,0,0
CUST_001402,53,M,BC,75K-100K,87,3,1,1,1,0,0,0,2104.67,2924.28,5028.95,25,38.53,7,18,1,25000,0.3489,45,131.4,176.4,0,0,0,2,0,1,0,5,1,681.0,0,29,2,1,0
CUST_001403,62,F,NB,>150K,108,3,1,1,1,0,0,0,6123.85,26311.04,32434.89,32,67.58,7,14,1,2500,0.1585,0,131.4,131.4,0,0,0,3,1,1,10,10,1,624.0,0,8,3,0,0
CUST_001404,55,M,ON,50K-75K,43,3,1,0,1,0,1,0,1893.16,0.0,1893.16,28,207.82,5,18,0,10000,0.3596,45,203.4,248.4,1,1,1,1,1,1,9,12,1,455.0,0,15,5,1,1
CUST_001405,59,M,BC,30K-50K,44,4,1,1,1,0,0,1,4408.78,3706.41,8115.18,25,122.06,5,15,1,25000,0.3333,0,59.4,59.4,0,0,0,1,1,0,12,0,1,686.0,0,21,2,0,0
CUST_001406,33,F,ON,75K-100K,21,3,1,1,1,0,0,0,3424.27,16628.65,20052.92,25,38.38,8,20,0,50000,0.1056,45,59.4,104.4,0,1,1,1,0,1,0,4,1,692.0,0,6,1,0,0
CUST_001407,23,M,AB,100K-150K,110,3,1,1,0,0,0,1,2499.66,423.19,2922.85,28,95.55,10,16,0,0,0.0,90,360.0,450.0,0,0,0,0,0,1,0,7,0,697.0,0,90,3,0,1
CUST_001408,67,F,ON,30K-50K,106,3,1,1,1,0,0,0,1733.13,1288.62,3021.74,26,72.17,9,13,1,5000,0.1251,90,59.4,149.4,0,0,0,2,1,1,11,7,1,729.0,0,30,7,1,0
CUST_001409,40,F,ON,50K-75K,29,1,1,0,0,0,0,0,225.28,0.0,225.28,25,59.33,13,20,0,0,0.0,135,360.0,495.0,0,0,0,3,1,1,15,8,0,669.0,0,3,2,1,0
CUST_001410,41,M,ON,30K-50K,23,4,1,1,1,0,0,1,729.56,225110.29,225839.85,17,69.58,10,11,0,10000,0.4736,0,131.4,131.4,0,1,0,1,1,0,13,0,1,659.0,1,63,3,1,0
CUST_001411,64,M,QC,50K-75K,80,3,1,1,1,0,0,0,1957.45,1480.51,3437.95,14,,14,13,1,5000,0.3725,135,0.0,135.0,0,0,0,2,1,1,13,8,1,702.0,0,45,2,0,0
CUST_001412,53,F,ON,50K-75K,1,2,1,0,0,0,0,1,253.67,0.0,253.67,19,12.79,12,11,1,0,0.0,0,0.0,0.0,1,1,1,3,1,0,14,0,0,728.0,0,10,3,1,1
CUST_001413,51,M,QC,>150K,117,3,1,1,1,0,0,0,683.87,4535.58,5219.45,25,30.92,10,17,0,5000,0.168,135,0.0,135.0,0,0,0,2,1,0,8,0,1,692.0,0,7,6,1,0
CUST_001414,77,F,ON,50K-75K,35,3,1,0,1,0,1,0,6788.21,0.0,6788.21,28,65.79,5,14,1,10000,0.3018,135,59.4,194.4,1,0,0,5,1,0,10,0,1,666.0,0,4,4,0,0
CUST_001415,35,F,ON,50K-75K,34,3,1,1,1,0,0,0,1151.95,20111.88,21263.84,18,350.21,5,20,0,2500,0.5199,0,203.4,203.4,1,0,0,3,0,1,0,8,1,652.0,0,19,5,0,0
CUST_001416,58,M,BC,100K-150K,66,4,1,1,1,1,0,0,7859.88,7360.21,15220.09,20,34.37,5,18,0,15000,0.2954,90,131.4,221.4,0,0,0,3,1,1,22,9,0,654.0,0,0,4,0,0
CUST_001417,45,M,NB,30K-50K,62,4,1,1,1,0,1,0,10598.23,9682.08,20280.3,25,96.59,6,17,0,5000,0.0631,90,59.4,149.4,1,0,0,5,1,1,9,6,1,707.0,0,33,8,0,0
CUST_001418,49,M,ON,75K-100K,18,3,1,0,1,0,0,1,217.35,0.0,217.35,25,200.18,9,13,1,10000,0.239,45,59.4,104.4,0,0,0,4,1,1,5,4,0,750.0,0,52,3,1,0
CUST_001419,67,F,ON,75K-100K,172,3,1,1,1,0,0,0,60094.41,3135.44,63229.86,16,147.36,11,17,0,1000,0.5487,90,59.4,149.4,0,0,0,5,1,0,12,0,1,593.0,0,2,4,1,0
CUST_001420,52,M,QC,30K-50K,257,2,1,0,1,0,0,0,2051.31,0.0,2051.31,22,173.5,16,13,1,1000,0.1498,45,59.4,104.4,1,0,0,1,1,1,14,14,0,723.0,0,32,3,0,0
CUST_001421,53,M,ON,30K-50K,44,3,1,0,1,1,0,0,361.48,0.0,361.48,16,32.17,10,19,0,15000,0.3249,45,131.4,176.4,1,0,0,4,1,1,17,10,1,605.0,0,62,4,0,1
CUST_001422,61,F,QC,50K-75K,49,3,1,1,1,0,0,0,12771.79,9304.04,22075.83,28,58.44,3,17,1,5000,0.6622,0,0.0,0.0,1,0,0,1,0,1,0,11,0,689.0,0,8,4,1,0
CUST_001423,39,F,ON,50K-75K,48,2,1,1,0,0,0,0,3273.52,1000000.0,1003273.52,35,10.0,11,12,1,0,0.0,0,59.4,59.4,0,0,0,0,1,1,13,13,0,740.0,1,4,5,0,0
CUST_001424,32,M,BC,30K-50K,39,2,1,1,0,0,0,0,79.08,6107.68,6186.75,38,26.15,7,18,1,0,0.0,0,0.0,0.0,0,0,0,2,1,1,8,7,0,646.0,0,10,4,0,0
CUST_001425,29,M,ON,>150K,174,4,1,0,1,0,1,1,961.98,0.0,961.98,21,51.85,16,11,0,10000,0.2431,45,203.4,248.4,0,0,0,1,0,1,0,10,1,576.0,0,4,6,0,0
CUST_001426,18,F,BC,50K-75K,16,1,1,0,0,0,0,0,1158.13,0.0,1158.13,27,137.15,4,19,1,0,0.0,90,0.0,90.0,1,0,0,0,1,0,11,0,1,738.0,0,18,3,0,0
CUST_001427,75,F,QC,100K-150K,6,3,1,1,1,0,0,0,14252.39,1459.77,15712.16,25,24.99,8,28,0,15000,0.2601,45,0.0,45.0,1,0,0,2,0,1,0,7,1,589.0,0,64,3,0,0
CUST_001428,28,F,QC,30K-50K,159,5,1,1,1,1,0,1,1392.06,7297.01,8689.07,26,136.27,10,14,1,1000,0.16,135,203.4,338.4,0,0,0,3,1,1,9,8,1,842.0,0,15,0,0,0
CUST_001429,41,F,BC,>150K,14,2,1,1,0,0,0,0,1366.53,36996.43,38362.96,27,22.05,7,13,0,0,0.0,45,131.4,176.4,0,0,0,1,0,1,0,7,0,595.0,0,3,3,1,0
CUST_001430,40,F,SK,75K-100K,82,2,1,0,1,0,0,0,5668.82,0.0,5668.82,35,159.53,9,11,1,15000,0.4269,45,131.4,176.4,1,0,0,0,0,1,0,10,1,676.0,0,6,0,0,0
CUST_001431,49,F,ON,100K-150K,13,1,1,0,0,0,0,0,1828.78,0.0,1828.78,22,62.62,9,16,0,0,0.0,0,59.4,59.4,1,0,0,1,1,0,14,0,1,646.0,0,21,7,0,0
CUST_001432,57,F,ON,50K-75K,193,6,1,1,1,1,1,1,1807.63,87555.57,89363.2,16,48.25,9,14,0,10000,0.0313,45,131.4,176.4,0,1,1,2,1,1,9,8,1,686.0,0,25,5,1,0
CUST_001433,57,F,AB,50K-75K,93,2,1,1,0,0,0,0,19863.22,79608.32,99471.54,22,22.23,4,13,1,0,0.0,90,59.4,149.4,0,1,1,2,0,1,0,8,1,648.0,0,13,7,0,0
CUST_001434,36,F,AB,50K-75K,150,2,1,0,1,0,0,0,4430.0,0.0,4430.0,25,573.85,9,14,1,5000,0.2327,90,131.4,221.4,0,0,0,4,0,1,0,6,0,645.0,0,33,2,0,0
CUST_001435,42,M,ON,75K-100K,180,2,1,0,0,0,0,1,1048.14,0.0,1048.14,25,32.5,16,17,1,0,0.0,0,59.4,59.4,1,0,0,0,1,0,14,0,1,709.0,0,52,5,0,0
CUST_001436,49,M,AB,100K-150K,5,5,1,1,1,1,1,0,26150.76,9000.2,35150.96,26,58.63,9,12,0,2500,0.189,45,131.4,176.4,1,0,0,4,1,1,16,11,1,632.0,0,4,5,0,0
CUST_001437,41,F,ON,<30K,34,4,1,1,0,1,0,1,36993.62,101475.27,138468.89,21,112.54,9,7,1,0,0.0,45,131.4,176.4,1,0,0,2,1,1,12,9,0,712.0,1,21,1,1,1
CUST_001438,69,M,QC,100K-150K,62,4,1,1,1,0,0,1,8215.55,10158.35,18373.9,23,10.0,6,17,0,5000,0.1466,135,59.4,194.4,0,0,0,2,0,1,0,5,1,652.0,0,7,4,0,0
CUST_001439,52,F,QC,>150K,97,3,1,1,1,0,0,0,8560.03,799.01,9359.04,22,66.13,8,12,1,10000,0.3785,45,59.4,104.4,0,1,0,3,1,1,10,9,0,808.0,0,21,2,0,0
CUST_001440,56,M,AB,50K-75K,16,3,1,1,1,0,0,0,10452.09,13583.16,24035.26,23,45.79,9,16,0,2500,0.0959,0,0.0,0.0,0,0,0,1,1,0,9,0,1,727.0,0,51,2,1,0
CUST_001441,54,F,ON,30K-50K,147,4,1,1,1,0,1,0,2466.05,7789.08,10255.14,26,20.76,8,13,0,1000,0.3097,90,131.4,221.4,0,0,0,1,1,1,15,9,0,731.0,0,17,2,0,0
CUST_001442,62,M,AB,100K-150K,14,4,1,1,1,0,0,1,20994.88,441.18,21436.06,28,29.11,8,13,1,1000,0.6785,45,59.4,104.4,0,0,0,1,1,1,14,5,0,779.0,0,2,4,1,0
CUST_001443,47,F,QC,50K-75K,120,2,1,0,1,0,0,0,1836.61,0.0,1836.61,29,39.33,11,13,1,5000,0.1674,90,131.4,221.4,1,0,0,2,0,1,0,9,1,810.0,0,11,5,0,0
CUST_001444,25,F,ON,100K-150K,43,3,1,1,1,0,0,0,1948.55,9822.54,11771.09,25,43.36,11,11,0,5000,0.4713,90,0.0,90.0,1,1,1,2,0,1,0,13,0,677.0,0,15,5,1,1
CUST_001445,50,M,BC,100K-150K,43,2,1,1,0,0,0,0,436.32,5375.8,5812.12,28,177.39,8,18,1,0,0.0,90,203.4,293.4,1,1,1,0,0,1,0,7,1,633.0,0,2,3,1,0
CUST_001446,35,F,NB,<30K,28,2,1,1,0,0,0,0,598.65,323.73,922.38,30,76.59,7,13,0,0,0.0,45,0.0,45.0,1,0,0,1,1,1,19,12,1,808.0,0,16,3,2,0
CUST_001447,37,M,ON,75K-100K,6,3,1,1,1,0,0,0,1383.97,83262.14,84646.11,33,16.94,12,21,0,2500,0.3677,90,131.4,221.4,1,0,0,4,1,0,15,0,0,682.0,0,45,8,2,0
CUST_001448,53,M,ON,50K-75K,25,2,1,0,1,0,0,0,1590.99,0.0,1590.99,20,157.11,9,15,0,1000,0.4344,45,59.4,104.4,0,0,0,1,1,1,8,11,1,702.0,0,3,4,0,0
CUST_001449,63,M,ON,>150K,33,3,1,1,1,0,0,0,1967.25,902814.7,904781.94,31,10.0,5,22,0,1000,0.2954,45,0.0,45.0,0,0,0,5,1,1,8,6,0,769.0,1,6,6,2,0
CUST_001450,45,M,AB,30K-50K,39,2,1,0,1,0,0,0,61933.99,0.0,61933.99,27,25.94,10,20,1,10000,0.4991,0,59.4,59.4,0,0,0,2,0,0,0,0,1,672.0,0,52,3,1,0
CUST_001451,49,Other,NS,30K-50K,80,3,1,0,1,0,0,1,1902.92,0.0,1902.92,35,42.07,6,14,0,2500,0.5043,45,203.4,248.4,0,0,0,3,1,1,15,12,1,728.0,0,0,5,0,0
CUST_001452,70,M,AB,100K-150K,26,4,1,1,1,0,1,0,3916.77,10699.45,14616.23,21,110.28,4,12,1,25000,0.2928,135,0.0,135.0,0,0,0,0,1,1,13,9,0,788.0,0,17,7,0,0
CUST_001453,48,F,ON,<30K,31,3,1,1,1,0,0,0,212.12,15949.7,16161.82,32,18.51,9,20,0,1000,0.2026,0,59.4,59.4,0,0,0,2,1,1,13,11,1,688.0,0,24,5,2,0
CUST_001454,84,M,AB,75K-100K,141,3,1,0,1,1,0,0,935.28,0.0,935.28,24,,11,15,1,1000,0.2038,90,131.4,221.4,0,0,0,1,1,0,4,0,1,722.0,0,3,5,0,0
CUST_001455,53,F,AB,30K-50K,83,2,1,0,1,0,0,0,508.74,0.0,508.74,28,28.08,3,16,0,10000,0.2504,0,0.0,0.0,0,0,0,7,0,0,0,0,1,784.0,0,56,3,1,0
CUST_001456,18,M,AB,50K-75K,1,2,1,0,1,0,0,0,16383.21,0.0,16383.21,33,436.59,3,18,1,15000,0.2341,180,360.0,540.0,0,1,1,4,0,1,0,7,1,661.0,0,20,3,0,0
CUST_001457,56,F,ON,75K-100K,100,3,1,0,1,0,0,1,4908.35,0.0,4908.35,21,262.78,3,19,1,2500,0.368,135,59.4,194.4,0,1,1,3,0,1,0,13,0,806.0,0,8,5,1,0
CUST_001458,50,F,AB,50K-75K,275,5,1,1,1,0,1,1,1117.88,6659.29,7777.17,28,119.09,9,19,0,5000,0.7165,90,203.4,293.4,0,0,0,2,1,0,8,0,1,638.0,0,22,2,1,0
CUST_001459,64,F,BC,>150K,168,4,1,1,1,0,0,1,16524.59,272.76,16797.35,17,65.19,7,17,1,5000,0.0865,90,0.0,90.0,0,1,1,0,1,1,14,5,1,673.0,0,0,2,0,0
CUST_001460,55,M,ON,<30K,108,2,1,0,0,1,0,0,7539.89,0.0,7539.89,28,100.49,13,13,0,0,0.0,270,59.4,329.4,1,0,0,2,1,1,12,12,1,787.0,0,18,3,0,0
CUST_001461,42,F,AB,50K-75K,59,4,1,1,1,1,0,0,23659.05,3311.72,26970.77,15,72.76,7,8,1,1000,0.3618,180,360.0,540.0,0,0,0,2,1,0,15,0,1,693.0,0,20,2,0,0
CUST_001462,26,M,NL,50K-75K,19,3,1,0,0,0,1,1,4543.57,0.0,4543.57,32,50.93,8,13,1,0,0.0,45,131.4,176.4,0,0,0,0,0,0,0,0,1,574.0,0,20,9,1,0
CUST_001463,41,M,ON,75K-100K,63,3,1,1,1,0,0,0,55536.25,3197.17,58733.42,22,86.09,11,12,1,25000,0.4827,90,59.4,149.4,1,0,0,4,1,1,12,6,1,637.0,0,46,3,0,0
CUST_001464,32,M,NB,50K-75K,71,3,1,0,1,1,0,0,238.76,0.0,238.76,27,251.16,10,15,1,25000,0.7367,135,59.4,194.4,1,0,0,1,1,1,12,8,1,651.0,0,0,2,0,0
CUST_001465,36,M,ON,<30K,19,2,1,0,1,0,0,0,4333.94,0.0,4333.94,29,34.17,6,13,1,5000,0.0511,135,0.0,135.0,1,0,0,2,0,1,0,6,0,677.0,0,7,5,0,0
CUST_001466,53,M,QC,>150K,17,3,1,1,0,0,0,1,5059.63,98776.81,103836.44,27,,12,15,0,0,0.0,90,131.4,221.4,1,0,0,1,1,1,9,7,1,743.0,1,12,7,1,0
CUST_001467,70,F,ON,50K-75K,30,2,1,1,0,0,0,0,722.23,11773.52,12495.74,29,101.04,9,12,0,0,0.0,90,131.4,221.4,0,0,0,3,0,1,0,3,1,603.0,0,31,5,0,0
CUST_001468,50,M,ON,30K-50K,61,3,1,1,1,0,0,0,5463.98,670.67,6134.65,31,164.66,7,17,0,2500,0.1165,0,131.4,131.4,0,0,0,3,0,0,0,0,0,680.0,0,20,5,0,0
CUST_001469,27,M,AB,50K-75K,20,3,1,1,0,0,0,1,940.23,2685.38,3625.61,22,19.69,4,17,1,0,0.0,180,131.4,311.4,0,0,0,2,1,1,16,7,0,685.0,0,13,4,1,0
CUST_001470,51,M,AB,30K-50K,48,3,1,1,1,0,0,0,452.9,388.95,841.85,18,40.87,6,9,0,10000,0.3846,135,59.4,194.4,0,1,1,1,1,1,16,7,1,,0,17,4,3,0
