customer_id,risk_segment,value_segment,churn_probability
CUST_001424,Low Risk/Stable,Silver,0.082680814
CUST_001425,Medium Risk,Silver,0.271293
CUST_001426,Low Risk/Stable,Silver,0.14732748
CUST_001427,Medium Risk,Silver,0.28734586
CUST_001428,Low Risk/Stable,Platinum,0.08906972
CUST_001429,High Risk,Silver,0.5670875
CUST_001430,Low Risk/Stable,Silver,0.07669454
CUST_001431,Medium Risk,Silver,0.24112077
CUST_001432,Low Risk/Stable,Platinum,0.08577847
CUST_001433,Low Risk/Stable,Gold,0.13883835
CUST_001434,Medium Risk,Silver,0.21517028
CUST_001435,Low Risk/Stable,Silver,0.13153853
CUST_001436,Medium Risk,Platinum,0.1984361
CUST_001437,Medium Risk,Gold,0.1677546
CUST_001438,Low Risk/Stable,Silver,0.0781353
CUST_001439,Low Risk/Stable,Silver,0.064487696
CUST_001440,Low Risk/Stable,Silver,0.13984177
CUST_001441,Low Risk/Stable,Silver,0.080557816
CUST_001442,Low Risk/Stable,Silver,0.06393447
CUST_001443,Low Risk/Stable,Silver,0.12856382
CUST_001444,Medium Risk,Silver,0.24558532
CUST_001445,Low Risk/Stable,Silver,0.13323501
CUST_001446,Medium Risk,Silver,0.2986379
CUST_001447,Medium Risk,Gold,0.35205692
CUST_001448,Medium Risk,Silver,0.156815
CUST_001449,Low Risk/Stable,Platinum,0.09416076
CUST_001450,Low Risk/Stable,Gold,0.13331081
CUST_001451,Medium Risk,Silver,0.19676957
CUST_001452,Low Risk/Stable,Silver,0.0961152
CUST_001453,Low Risk/Stable,Silver,0.098607674
CUST_001454,Low Risk/Stable,Silver,0.1166742
CUST_001455,High Risk,Silver,0.53799
CUST_001456,High Risk,Silver,0.63132477
CUST_001457,Low Risk/Stable,Silver,0.08448182
CUST_001458,Low Risk/Stable,Platinum,0.07471023
CUST_001459,Low Risk/Stable,Silver,0.06867336
CUST_001460,Low Risk/Stable,Silver,0.09895738
CUST_001461,Low Risk/Stable,Silver,0.09308375
CUST_001462,Medium Risk,Silver,0.21712089
CUST_001463,Low Risk/Stable,Gold,0.06973311
CUST_001464,Low Risk/Stable,Silver,0.118507214
CUST_001465,Medium Risk,Silver,0.15403919
CUST_001466,Low Risk/Stable,Gold,0.12269221
CUST_001467,High Risk,Silver,0.53958225
CUST_001468,Low Risk/Stable,Silver,0.12273403
CUST_001469,Low Risk/Stable,Silver,0.10864636
CUST_001470,Medium Risk,Silver,0.16662419
CUST_001471,Low Risk/Stable,Silver,0.07612545
CUST_001472,Low Risk/Stable,Silver,0.10284791
CUST_001473,Low Risk/Stable,Silver,0.09777981
CUST_001474,Low Risk/Stable,Platinum,0.13467455
CUST_001475,Critical,Silver,0.76482856
CUST_001476,Low Risk/Stable,Gold,0.10996492
CUST_001477,High Risk,Silver,0.50893867
CUST_001478,Medium Risk,Silver,0.2582961
CUST_001479,Medium Risk,Silver,0.22247823
CUST_001480,Low Risk/Stable,Silver,0.05911375
CUST_001481,Low Risk/Stable,Silver,0.06279777
CUST_001482,Medium Risk,Silver,0.21643159
CUST_001483,Low Risk/Stable,Silver,0.1437027
CUST_001484,Medium Risk,Silver,0.29827
CUST_001485,Low Risk/Stable,Silver,0.06291349
CUST_001486,Low Risk/Stable,Silver,0.10722677
CUST_001487,Low Risk/Stable,Platinum,0.11694713
CUST_001488,Low Risk/Stable,Silver,0.10244412
CUST_001489,Low Risk/Stable,Silver,0.105634145
CUST_001490,Low Risk/Stable,Platinum,0.107651
CUST_001491,Low Risk/Stable,Silver,0.097484834
CUST_001492,Medium Risk,Silver,0.15514235
CUST_001493,Low Risk/Stable,Platinum,0.13550615
CUST_001494,Medium Risk,Gold,0.17062557
CUST_001495,Medium Risk,Silver,0.39177984
CUST_001496,High Risk,Silver,0.41838044
CUST_001497,Medium Risk,Silver,0.29020154
CUST_001498,Low Risk/Stable,Silver,0.06367967
CUST_001499,Low Risk/Stable,Silver,0.12650155
CUST_001500,Medium Risk,Silver,0.17665096
CUST_001501,Low Risk/Stable,Silver,0.13857725
CUST_001502,Low Risk/Stable,Platinum,0.10150396
CUST_001503,Low Risk/Stable,Silver,0.12929106
CUST_001504,Medium Risk,Platinum,0.15565352
CUST_001505,Low Risk/Stable,Platinum,0.12652628
CUST_001506,Medium Risk,Platinum,0.19421281
CUST_001507,Low Risk/Stable,Silver,0.09025954
CUST_001508,Medium Risk,Silver,0.28079414
CUST_001509,Low Risk/Stable,Silver,0.08621038
CUST_001510,Low Risk/Stable,Silver,0.14713532
CUST_001511,High Risk,Silver,0.64431524
CUST_001512,Medium Risk,Platinum,0.19389835
CUST_001513,Medium Risk,Silver,0.37117565
CUST_001514,Medium Risk,Silver,0.35928777
CUST_001515,Low Risk/Stable,Silver,0.12339051
CUST_001516,High Risk,Silver,0.51014566
CUST_001517,Medium Risk,Platinum,0.20341231
CUST_001518,Medium Risk,Silver,0.36172876
CUST_001519,Low Risk/Stable,Silver,0.066617265
CUST_001520,Low Risk/Stable,Gold,0.113608204
CUST_001521,High Risk,Silver,0.43703696
CUST_001522,Low Risk/Stable,Silver,0.07407456
CUST_001523,Low Risk/Stable,Silver,0.08083798
CUST_001524,Low Risk/Stable,Silver,0.07500972
CUST_001525,Medium Risk,Silver,0.3519824
CUST_001526,Low Risk/Stable,Silver,0.08294289
CUST_001527,Medium Risk,Silver,0.17642392
CUST_001528,Low Risk/Stable,Silver,0.09080408
CUST_001529,Medium Risk,Platinum,0.23311931
CUST_001530,Low Risk/Stable,Silver,0.08995725
CUST_001531,Low Risk/Stable,Silver,0.09319971
CUST_001532,Medium Risk,Silver,0.1756858
CUST_001533,Low Risk/Stable,Silver,0.07974549
CUST_001534,Low Risk/Stable,Platinum,0.060988188
CUST_001535,High Risk,Silver,0.4250474
CUST_001536,Low Risk/Stable,Silver,0.136285
CUST_001537,Medium Risk,Silver,0.31896237
CUST_001538,Low Risk/Stable,Silver,0.08467158
CUST_001539,Medium Risk,Platinum,0.16839318
CUST_001540,Medium Risk,Platinum,0.16657776
CUST_001541,Low Risk/Stable,Silver,0.10509424
CUST_001542,Low Risk/Stable,Silver,0.11156405
CUST_001543,Low Risk/Stable,Silver,0.08516637
CUST_001544,Medium Risk,Silver,0.17209262
CUST_001545,High Risk,Silver,0.40146065
CUST_001546,Low Risk/Stable,Silver,0.06929667
CUST_001547,Medium Risk,Silver,0.18426979
CUST_001548,Low Risk/Stable,Silver,0.07997712
CUST_001549,Low Risk/Stable,Silver,0.06554532
CUST_001550,Low Risk/Stable,Silver,0.14653021
CUST_001551,Low Risk/Stable,Silver,0.07415493
CUST_001552,High Risk,Silver,0.6751495
CUST_001553,Low Risk/Stable,Silver,0.072909504
CUST_001554,Medium Risk,Silver,0.27215976
CUST_001555,Low Risk/Stable,Platinum,0.12032538
CUST_001556,Medium Risk,Gold,0.15224962
CUST_001557,Low Risk/Stable,Silver,0.121076666
CUST_001558,Low Risk/Stable,Silver,0.13048342
CUST_001559,Low Risk/Stable,Gold,0.08089358
CUST_001560,Medium Risk,Silver,0.1868764
CUST_001561,Low Risk/Stable,Silver,0.11607338
CUST_001562,High Risk,Silver,0.5875991
CUST_001563,Low Risk/Stable,Silver,0.10046138
CUST_001564,Medium Risk,Silver,0.3186418
CUST_001565,Low Risk/Stable,Silver,0.12378386
CUST_001566,Low Risk/Stable,Silver,0.10324107
CUST_001567,Low Risk/Stable,Silver,0.079935096
CUST_001568,Low Risk/Stable,Silver,0.10236245
CUST_001569,Low Risk/Stable,Platinum,0.11851999
CUST_001570,High Risk,Gold,0.6404601
CUST_001571,Low Risk/Stable,Silver,0.10505101
CUST_001572,Medium Risk,Silver,0.26717815
CUST_001573,Critical,Silver,0.7343084
CUST_001574,Low Risk/Stable,Platinum,0.11956378
CUST_001575,High Risk,Silver,0.46287236
CUST_001576,Low Risk/Stable,Silver,0.09966524
CUST_001577,Medium Risk,Silver,0.1859124
CUST_001578,Low Risk/Stable,Silver,0.10782143
CUST_001579,Low Risk/Stable,Silver,0.08833267
CUST_001580,High Risk,Silver,0.55504155
CUST_001581,High Risk,Silver,0.51688874
CUST_001582,Low Risk/Stable,Silver,0.09882831
CUST_001583,Medium Risk,Silver,0.26702684
CUST_001584,Low Risk/Stable,Platinum,0.107806794
CUST_001585,Medium Risk,Silver,0.3259147
CUST_001586,Low Risk/Stable,Silver,0.068666406
CUST_001587,Low Risk/Stable,Silver,0.10726619
CUST_001588,Low Risk/Stable,Silver,0.08185238
CUST_001589,Low Risk/Stable,Silver,0.10278956
CUST_001590,Low Risk/Stable,Silver,0.118769206
CUST_001591,High Risk,Silver,0.422531
CUST_001592,Low Risk/Stable,Gold,0.07455624
CUST_001593,Low Risk/Stable,Silver,0.08496589
CUST_001594,Low Risk/Stable,Silver,0.09956435
CUST_001595,Medium Risk,Platinum,0.15341684
CUST_001596,Medium Risk,Silver,0.3024323
CUST_001597,Medium Risk,Silver,0.24634804
CUST_001598,Low Risk/Stable,Silver,0.09563942
CUST_001599,Low Risk/Stable,Silver,0.103677705
CUST_001600,Low Risk/Stable,Silver,0.13066773
CUST_001601,Medium Risk,Silver,0.371062
CUST_001602,Low Risk/Stable,Silver,0.066806056
CUST_001603,Medium Risk,Silver,0.2786175
CUST_001604,Low Risk/Stable,Platinum,0.05744205
CUST_001605,Low Risk/Stable,Silver,0.076810166
CUST_001606,Low Risk/Stable,Silver,0.06901816
CUST_001607,Medium Risk,Silver,0.19547865
CUST_001608,Low Risk/Stable,Silver,0.10673546
CUST_001609,Low Risk/Stable,Silver,0.07853446
CUST_001610,Low Risk/Stable,Silver,0.06347091
CUST_001611,Low Risk/Stable,Silver,0.0930765
CUST_001612,Medium Risk,Silver,0.22945383
CUST_001613,Low Risk/Stable,Silver,0.07900612
CUST_001614,Low Risk/Stable,Silver,0.09454757
CUST_001615,High Risk,Silver,0.44062388
CUST_001616,Low Risk/Stable,Platinum,0.11603746
CUST_001617,Low Risk/Stable,Gold,0.078966714
CUST_001618,Medium Risk,Gold,0.1913437
CUST_001619,Low Risk/Stable,Silver,0.07653225
CUST_001620,Low Risk/Stable,Platinum,0.06256029
CUST_001621,Low Risk/Stable,Silver,0.059261374
CUST_001622,Medium Risk,Silver,0.21990299
CUST_001623,Medium Risk,Silver,0.15437728
CUST_001624,Medium Risk,Silver,0.3136726
CUST_001625,Low Risk/Stable,Silver,0.06731942
CUST_001626,Low Risk/Stable,Silver,0.13067539
CUST_001627,Low Risk/Stable,Silver,0.12919861
CUST_001628,Medium Risk,Silver,0.25215867
CUST_001629,Medium Risk,Silver,0.20907834
CUST_001630,Low Risk/Stable,Silver,0.0969176
CUST_001631,Medium Risk,Silver,0.15226953
CUST_001632,Medium Risk,Silver,0.18076468
CUST_001633,Medium Risk,Silver,0.20895152
CUST_001634,High Risk,Silver,0.5665305
CUST_001635,Medium Risk,Silver,0.19173157
CUST_001636,Medium Risk,Platinum,0.17057882
CUST_001637,Low Risk/Stable,Silver,0.09631483
CUST_001638,Low Risk/Stable,Silver,0.109982535
CUST_001639,Low Risk/Stable,Gold,0.106516294
CUST_001640,Medium Risk,Silver,0.33117583
CUST_001641,Low Risk/Stable,Silver,0.05806331
CUST_001642,Medium Risk,Silver,0.17454566
CUST_001643,High Risk,Silver,0.40852833
CUST_001644,Low Risk/Stable,Silver,0.13717546
CUST_001645,Low Risk/Stable,Silver,0.077257484
CUST_001646,Low Risk/Stable,Silver,0.13674209
CUST_001647,Medium Risk,Silver,0.22745106
CUST_001648,Low Risk/Stable,Gold,0.09278669
CUST_001649,Low Risk/Stable,Silver,0.095824964
CUST_001650,Low Risk/Stable,Gold,0.088444404
CUST_001651,Low Risk/Stable,Silver,0.13533567
CUST_001652,Low Risk/Stable,Silver,0.06827061
CUST_001653,Low Risk/Stable,Silver,0.085996166
CUST_001654,Low Risk/Stable,Silver,0.1028181
CUST_001655,Low Risk/Stable,Gold,0.0917573
CUST_001656,Medium Risk,Silver,0.26930806
CUST_001657,Low Risk/Stable,Silver,0.06591184
CUST_001658,Low Risk/Stable,Silver,0.1452039
CUST_001659,Medium Risk,Platinum,0.22282052
CUST_001660,Medium Risk,Silver,0.15116414
CUST_001661,High Risk,Silver,0.6278282
CUST_001662,Low Risk/Stable,Platinum,0.08172674
CUST_001663,Medium Risk,Silver,0.3290754
CUST_001664,Low Risk/Stable,Silver,0.05084182
CUST_001665,Low Risk/Stable,Gold,0.052658066
CUST_001666,Low Risk/Stable,Platinum,0.09931171
CUST_001667,Low Risk/Stable,Silver,0.09081327
CUST_001668,Medium Risk,Silver,0.36462176
CUST_001669,High Risk,Silver,0.53856504
CUST_001670,Low Risk/Stable,Platinum,0.10264104
CUST_001671,Low Risk/Stable,Silver,0.08009087
CUST_001672,Low Risk/Stable,Silver,0.1301485
CUST_001673,Medium Risk,Silver,0.19451503
CUST_001674,High Risk,Silver,0.48439494
CUST_001675,Low Risk/Stable,Silver,0.13815321
CUST_001676,Medium Risk,Silver,0.15719552
CUST_001677,Medium Risk,Silver,0.18653356
CUST_001678,Low Risk/Stable,Silver,0.09937812
CUST_001679,Low Risk/Stable,Silver,0.14243035
CUST_001680,Critical,Silver,0.74489975
CUST_001681,Medium Risk,Silver,0.28177723
CUST_001682,Medium Risk,Silver,0.23404461
CUST_001683,Low Risk/Stable,Silver,0.08017157
CUST_001684,High Risk,Silver,0.5542349
CUST_001685,Low Risk/Stable,Gold,0.056396987
CUST_001686,Medium Risk,Silver,0.20552069
CUST_001687,Medium Risk,Silver,0.15428731
CUST_001688,Medium Risk,Silver,0.3762258
CUST_001689,Low Risk/Stable,Silver,0.097274564
CUST_001690,Medium Risk,Silver,0.2171599
CUST_001691,Low Risk/Stable,Silver,0.09573038
CUST_001692,Low Risk/Stable,Silver,0.10644777
CUST_001693,Medium Risk,Silver,0.1829217
CUST_001694,Medium Risk,Silver,0.24473816
CUST_001695,High Risk,Silver,0.5973019
CUST_001696,High Risk,Silver,0.6988518
CUST_001697,Low Risk/Stable,Silver,0.059270736
CUST_001698,Low Risk/Stable,Silver,0.13255751
CUST_001699,Low Risk/Stable,Gold,0.08864156
CUST_001700,Low Risk/Stable,Platinum,0.14277408
CUST_001701,Low Risk/Stable,Platinum,0.07191169
CUST_001702,High Risk,Silver,0.65963566
CUST_001703,Low Risk/Stable,Platinum,0.06914073
CUST_001704,Low Risk/Stable,Platinum,0.10116612
CUST_001705,Low Risk/Stable,Silver,0.054289047
CUST_001706,High Risk,Platinum,0.4224367
CUST_001707,Low Risk/Stable,Platinum,0.06842697
CUST_001708,High Risk,Silver,0.58150846
CUST_001709,High Risk,Silver,0.60385287
CUST_001710,High Risk,Silver,0.6351196
CUST_001711,Medium Risk,Silver,0.1686661
CUST_001712,High Risk,Silver,0.46417326
CUST_001713,Low Risk/Stable,Silver,0.06215372
CUST_001714,Medium Risk,Silver,0.39717102
CUST_001715,Low Risk/Stable,Silver,0.12015769
CUST_001716,Medium Risk,Silver,0.20754309
CUST_001717,Low Risk/Stable,Silver,0.08576822
CUST_001718,Medium Risk,Silver,0.22453496
CUST_001719,Low Risk/Stable,Platinum,0.091705374
CUST_001720,Medium Risk,Silver,0.2553462
CUST_001721,Low Risk/Stable,Silver,0.12174716
CUST_001722,Low Risk/Stable,Silver,0.14005597
CUST_001723,Low Risk/Stable,Silver,0.11336734
CUST_001724,Medium Risk,Silver,0.3118891
CUST_001725,Low Risk/Stable,Silver,0.111877486
CUST_001726,Low Risk/Stable,Silver,0.058046475
CUST_001727,Low Risk/Stable,Platinum,0.122168966
CUST_001728,Low Risk/Stable,Silver,0.077985026
CUST_001729,Medium Risk,Silver,0.16646238
CUST_001730,Critical,Silver,0.7534695
CUST_001731,Low Risk/Stable,Silver,0.121014014
CUST_001732,High Risk,Silver,0.5525143
CUST_001733,Medium Risk,Silver,0.22524545
CUST_001734,Medium Risk,Silver,0.23004718
CUST_001735,Medium Risk,Silver,0.32897016
CUST_001736,Low Risk/Stable,Silver,0.11934819
CUST_001737,Low Risk/Stable,Silver,0.09733369
CUST_001738,Medium Risk,Platinum,0.16369873
CUST_001739,Medium Risk,Silver,0.18400477
CUST_001740,Low Risk/Stable,Platinum,0.12462329
CUST_001741,Medium Risk,Silver,0.32095605
CUST_001742,Medium Risk,Silver,0.17330004
CUST_001743,Low Risk/Stable,Platinum,0.09943519
CUST_001744,High Risk,Silver,0.57103777
CUST_001745,Low Risk/Stable,Platinum,0.06360722
CUST_001746,Medium Risk,Silver,0.17216675
CUST_001747,Low Risk/Stable,Silver,0.06443498
CUST_001748,High Risk,Silver,0.6242328
CUST_001749,Medium Risk,Silver,0.19128288
CUST_001750,Low Risk/Stable,Silver,0.066574745
CUST_001751,Medium Risk,Silver,0.18639676
CUST_001752,Low Risk/Stable,Platinum,0.07576293
CUST_001753,Medium Risk,Silver,0.3002634
CUST_001754,Low Risk/Stable,Silver,0.07405659
CUST_001755,Low Risk/Stable,Silver,0.08397721
CUST_001756,Low Risk/Stable,Gold,0.101779826
CUST_001757,Low Risk/Stable,Silver,0.10769219
CUST_001758,Low Risk/Stable,Silver,0.09683116
CUST_001759,Low Risk/Stable,Silver,0.09501769
CUST_001760,Low Risk/Stable,Silver,0.11846204
CUST_001761,High Risk,Silver,0.68227386
CUST_001762,High Risk,Silver,0.52088386
CUST_001763,Medium Risk,Silver,0.20601144
CUST_001764,Medium Risk,Platinum,0.1567367
CUST_001765,Medium Risk,Silver,0.286222
CUST_001766,Low Risk/Stable,Silver,0.10813132
CUST_001767,Low Risk/Stable,Silver,0.10698511
CUST_001768,Low Risk/Stable,Silver,0.054597456
CUST_001769,Low Risk/Stable,Silver,0.090093896
CUST_001770,Low Risk/Stable,Platinum,0.087756194
CUST_001771,Medium Risk,Silver,0.18945746
CUST_001772,Low Risk/Stable,Silver,0.06548702
CUST_001773,Medium Risk,Silver,0.22316563
CUST_001774,High Risk,Silver,0.6833556
CUST_001775,Low Risk/Stable,Silver,0.075766124
CUST_001776,Low Risk/Stable,Silver,0.12283505
CUST_001777,Medium Risk,Silver,0.18565902
CUST_001778,Low Risk/Stable,Silver,0.12828735
CUST_001779,Low Risk/Stable,Platinum,0.08256659
CUST_001780,Low Risk/Stable,Silver,0.14322302
CUST_001781,Low Risk/Stable,Silver,0.10665159
CUST_001782,High Risk,Silver,0.4510108
CUST_001783,Low Risk/Stable,Silver,0.13137046
CUST_001784,Low Risk/Stable,Silver,0.13120982
CUST_001785,Low Risk/Stable,Silver,0.07044981
CUST_001786,High Risk,Silver,0.4346557
CUST_001787,Low Risk/Stable,Gold,0.075161204
CUST_001788,Low Risk/Stable,Platinum,0.06448575
CUST_001789,Low Risk/Stable,Silver,0.091958255
CUST_001790,High Risk,Silver,0.6037344
CUST_001791,Medium Risk,Silver,0.15765645
CUST_001792,Low Risk/Stable,Silver,0.08095876
CUST_001793,Medium Risk,Silver,0.17954953
CUST_001794,Medium Risk,Silver,0.2125
CUST_001795,Low Risk/Stable,Silver,0.13332552
CUST_001796,Low Risk/Stable,Silver,0.14958619
CUST_001797,High Risk,Silver,0.5194201
CUST_001798,Low Risk/Stable,Silver,0.060089666
CUST_001799,Low Risk/Stable,Silver,0.059277076
CUST_001800,Low Risk/Stable,Gold,0.08062728
CUST_001801,Low Risk/Stable,Gold,0.05758654
CUST_001802,Low Risk/Stable,Silver,0.12261008
CUST_001803,Low Risk/Stable,Silver,0.069796845
CUST_001804,Low Risk/Stable,Silver,0.14059895
CUST_001805,Medium Risk,Silver,0.17492962
CUST_001806,Low Risk/Stable,Platinum,0.14842133
CUST_001807,Low Risk/Stable,Silver,0.06357801
CUST_001808,Low Risk/Stable,Silver,0.07856371
CUST_001809,High Risk,Silver,0.45150295
CUST_001810,High Risk,Silver,0.45161366
CUST_001811,Low Risk/Stable,Silver,0.11020277
CUST_001812,Medium Risk,Gold,0.22503531
CUST_001813,High Risk,Silver,0.5089462
CUST_001814,Low Risk/Stable,Gold,0.13304977
CUST_001815,High Risk,Silver,0.6159649
CUST_001816,Low Risk/Stable,Silver,0.061026763
CUST_001817,High Risk,Silver,0.5151599
CUST_001818,High Risk,Silver,0.6646761
CUST_001819,Low Risk/Stable,Gold,0.07113918
CUST_001820,Low Risk/Stable,Silver,0.07415363
CUST_001821,Low Risk/Stable,Silver,0.08535485
CUST_001822,Critical,Silver,0.78170997
CUST_001823,Medium Risk,Silver,0.27889186
CUST_001824,Medium Risk,Silver,0.18954086
CUST_001825,High Risk,Silver,0.60362667
CUST_001826,High Risk,Silver,0.5453192
CUST_001827,High Risk,Silver,0.6118275
CUST_001828,Low Risk/Stable,Silver,0.10286362
CUST_001829,Medium Risk,Silver,0.26725036
CUST_001830,Medium Risk,Platinum,0.1651688
CUST_001831,Low Risk/Stable,Platinum,0.068210185
CUST_001832,Medium Risk,Silver,0.15039243
CUST_001833,Low Risk/Stable,Silver,0.061551552
CUST_001834,High Risk,Silver,0.41315514
CUST_001835,Low Risk/Stable,Silver,0.060729727
CUST_001836,Low Risk/Stable,Silver,0.14193295
CUST_001837,High Risk,Silver,0.5362152
CUST_001838,Medium Risk,Silver,0.19616733
CUST_001839,Low Risk/Stable,Silver,0.10033086
CUST_001840,Medium Risk,Platinum,0.19069609
CUST_001841,Low Risk/Stable,Silver,0.09838196
CUST_001842,Low Risk/Stable,Silver,0.1313975
CUST_001843,Low Risk/Stable,Silver,0.12084577
CUST_001844,High Risk,Silver,0.6337205
CUST_001845,High Risk,Silver,0.51532125
CUST_001846,Medium Risk,Silver,0.29248157
CUST_001847,Low Risk/Stable,Silver,0.13544351
CUST_001848,Low Risk/Stable,Silver,0.061494317
CUST_001849,Medium Risk,Silver,0.2408928
CUST_001850,Low Risk/Stable,Silver,0.1205076
CUST_001851,Low Risk/Stable,Silver,0.0700166
CUST_001852,High Risk,Silver,0.58527136
CUST_001853,Low Risk/Stable,Silver,0.10517041
CUST_001854,Low Risk/Stable,Silver,0.14530343
CUST_001855,Medium Risk,Silver,0.22527376
CUST_001856,High Risk,Silver,0.5336615
CUST_001857,Low Risk/Stable,Silver,0.10682667
CUST_001858,Low Risk/Stable,Silver,0.07472755
CUST_001859,Low Risk/Stable,Silver,0.080926456
CUST_001860,High Risk,Silver,0.4486928
CUST_001861,Medium Risk,Silver,0.1829057
CUST_001862,Low Risk/Stable,Silver,0.070166
CUST_001863,Medium Risk,Gold,0.20527942
CUST_001864,High Risk,Silver,0.4783776
CUST_001865,Low Risk/Stable,Silver,0.0705823
CUST_001866,Medium Risk,Silver,0.20133844
CUST_001867,Low Risk/Stable,Silver,0.10244589
CUST_001868,Low Risk/Stable,Silver,0.069860265
CUST_001869,Medium Risk,Silver,0.36595783
CUST_001870,Low Risk/Stable,Silver,0.11864613
CUST_001871,Low Risk/Stable,Gold,0.09882655
CUST_001872,Medium Risk,Silver,0.15193151
CUST_001873,High Risk,Silver,0.58906996
CUST_001874,Medium Risk,Gold,0.29345518
CUST_001875,Low Risk/Stable,Platinum,0.09500973
CUST_001876,Low Risk/Stable,Silver,0.051370017
CUST_001877,Low Risk/Stable,Silver,0.10522059
CUST_001878,Low Risk/Stable,Silver,0.09055392
CUST_001879,Low Risk/Stable,Silver,0.10355405
CUST_001880,High Risk,Silver,0.48050797
CUST_001881,Medium Risk,Silver,0.21343733
CUST_001882,Low Risk/Stable,Silver,0.05797702
CUST_001883,Medium Risk,Platinum,0.17868358
CUST_001884,Low Risk/Stable,Platinum,0.09505756
CUST_001885,Low Risk/Stable,Platinum,0.097529694
CUST_001886,Low Risk/Stable,Gold,0.05967233
CUST_001887,High Risk,Silver,0.5562668
CUST_001888,Low Risk/Stable,Silver,0.06688379
CUST_001889,Low Risk/Stable,Silver,0.063743375
CUST_001890,Low Risk/Stable,Silver,0.1355535
CUST_001891,Critical,Silver,0.75359446
CUST_001892,High Risk,Silver,0.5182636
CUST_001893,Low Risk/Stable,Silver,0.08717128
CUST_001894,Medium Risk,Silver,0.19110085
CUST_001895,Low Risk/Stable,Platinum,0.08222098
CUST_001896,Low Risk/Stable,Silver,0.069563195
CUST_001897,High Risk,Silver,0.6730232
CUST_001898,Low Risk/Stable,Silver,0.11119657
CUST_001899,Medium Risk,Silver,0.17778376
CUST_001900,High Risk,Silver,0.50058264
CUST_001901,Low Risk/Stable,Platinum,0.100209445
CUST_001902,Low Risk/Stable,Silver,0.11680747
CUST_001903,Low Risk/Stable,Silver,0.11711744
CUST_001904,Medium Risk,Gold,0.2947865
CUST_001905,High Risk,Silver,0.51206285
CUST_001906,Medium Risk,Silver,0.16000059
CUST_001907,Medium Risk,Silver,0.17471376
CUST_001908,Low Risk/Stable,Silver,0.10941552
CUST_001909,Low Risk/Stable,Silver,0.10142013
CUST_001910,Medium Risk,Silver,0.38705775
CUST_001911,Low Risk/Stable,Gold,0.048897903
CUST_001912,Medium Risk,Silver,0.18986678
CUST_001913,Low Risk/Stable,Silver,0.057804413
CUST_001914,Low Risk/Stable,Gold,0.08263481
CUST_001915,Medium Risk,Silver,0.23540045
CUST_001916,Low Risk/Stable,Silver,0.14498672
CUST_001917,Medium Risk,Silver,0.18767388
CUST_001918,High Risk,Silver,0.6484376
CUST_001919,Low Risk/Stable,Silver,0.10081774
CUST_001920,Medium Risk,Silver,0.18389726
CUST_001921,Low Risk/Stable,Silver,0.11943944
CUST_001922,Medium Risk,Silver,0.20111643
CUST_001923,Medium Risk,Silver,0.20322658
CUST_001924,Low Risk/Stable,Gold,0.14315292
CUST_001925,Low Risk/Stable,Silver,0.08742888
CUST_001926,Medium Risk,Silver,0.2027154
CUST_001927,Low Risk/Stable,Silver,0.08962272
CUST_001928,High Risk,Silver,0.44528878
CUST_001929,Medium Risk,Platinum,0.19638816
CUST_001930,Low Risk/Stable,Silver,0.08304571
CUST_001931,Medium Risk,Silver,0.27446142
CUST_001932,High Risk,Silver,0.43004334
CUST_001933,Low Risk/Stable,Silver,0.08384818
CUST_001934,Medium Risk,Silver,0.28210366
CUST_001935,Medium Risk,Silver,0.36142907
CUST_001936,High Risk,Silver,0.509051
CUST_001937,Medium Risk,Silver,0.16761558
CUST_001938,Low Risk/Stable,Silver,0.11019141
CUST_001939,Medium Risk,Platinum,0.15337858
CUST_001940,Low Risk/Stable,Silver,0.12495558
CUST_001941,Low Risk/Stable,Gold,0.07098403
CUST_001942,High Risk,Silver,0.5990992
CUST_001943,Low Risk/Stable,Silver,0.062442936
CUST_001944,Low Risk/Stable,Silver,0.061433833
CUST_001945,Medium Risk,Silver,0.19764699
CUST_001946,Medium Risk,Silver,0.23300467
CUST_001947,High Risk,Silver,0.6340141
CUST_001948,Medium Risk,Silver,0.3772028
CUST_001949,Medium Risk,Silver,0.16459659
CUST_001950,Low Risk/Stable,Platinum,0.13928796
CUST_001951,Low Risk/Stable,Silver,0.11487763
CUST_001952,Low Risk/Stable,Silver,0.09491629
CUST_001953,Low Risk/Stable,Silver,0.09568624
CUST_001954,Medium Risk,Silver,0.25107524
CUST_001955,Low Risk/Stable,Silver,0.086657576
CUST_001956,Medium Risk,Silver,0.27346858
CUST_001957,Low Risk/Stable,Silver,0.14900416
CUST_001958,Low Risk/Stable,Platinum,0.115767635
CUST_001959,Medium Risk,Silver,0.2754298
CUST_001960,Low Risk/Stable,Silver,0.071112655
CUST_001961,Low Risk/Stable,Silver,0.12311964
CUST_001962,Medium Risk,Silver,0.37189224
CUST_001963,Low Risk/Stable,Silver,0.13229334
CUST_001964,Low Risk/Stable,Silver,0.122023955
CUST_001965,Medium Risk,Platinum,0.2699318
CUST_001966,Low Risk/Stable,Silver,0.11951793
CUST_001967,Medium Risk,Silver,0.1659343
CUST_001968,Low Risk/Stable,Silver,0.13389573
CUST_001969,Low Risk/Stable,Silver,0.11707161
CUST_001970,Medium Risk,Silver,0.2997495
CUST_001971,Low Risk/Stable,Silver,0.06604198
